date,match_id,team_id,team_name,field,player_id,name,shirtno,goals
2025-03-26,1506720198,876200,Altan-69erc,home,222441306,Ardahan Oğuzalp,30,0
2025-03-26,1506720198,876200,Altan-69erc,home,222702635,Korkutalp Ozan,5,0
2025-03-26,1506720198,876200,Altan-69erc,home,222784704,Erdal Rıza,20,0
2025-03-26,1506720198,876200,Altan-69erc,home,223330258,Şafak Ademoğlu,23,0
2025-03-26,1506720198,876200,Altan-69erc,home,223356009,Gökay Necati,18,0
2025-03-26,1506720198,876200,Altan-69erc,home,223441157,Hilmi Oyanalp,17,0
2025-03-26,1506720198,876200,Altan-69erc,home,224688699,Erenay Kavaş,35,0
2025-03-26,1506720198,876200,Altan-69erc,home,225290075,Ahmet Seyfi Kutlucan,34,1
2025-03-26,1506720198,876200,Altan-69erc,home,225319751,Abayhan Özdek,16,0
2025-03-26,1506720198,876200,Altan-69erc,home,225619443,Rıfkı Özsu,40,0
2025-03-26,1506720198,876200,Altan-69erc,home,221020852,Basilio Matthew,36,3
2025-03-26,1506720198,813319,Levent,away,185874982,Aydın Erboğa,1,0
2025-03-26,1506720198,813319,Levent,away,185874983,Vural Tecelli,2,0
2025-03-26,1506720198,813319,Levent,away,185874984,Gani Akkan,3,0
2025-03-26,1506720198,813319,Levent,away,185874985,Derviş Uluçkan,4,0
2025-03-26,1506720198,813319,Levent,away,185874986,Orçun Hiçyılmaz,5,0
2025-03-26,1506720198,813319,Levent,away,185874987,Mehdi Kasım,6,0
2025-03-26,1506720198,813319,Levent,away,185874988,İbrahim Efe Seferoğlulları,7,0
2025-03-26,1506720198,813319,Levent,away,185874989,Burhan Yaygır,8,0
2025-03-26,1506720198,813319,Levent,away,185874990,Hikmet Ufki,9,0
2025-03-26,1506720198,813319,Levent,away,185874991,Ahmet Baki Üster,10,1
2025-03-26,1506720198,813319,Levent,away,185874992,Arcan Türker,11,1
2025-03-26,1506720196,934180,Nazilli,home,189608993,Ali Faruk Koçaslan,1,0
2025-03-26,1506720196,934180,Nazilli,home,189608994,Haşmet Özerhan,2,1
2025-03-26,1506720196,934180,Nazilli,home,189608995,Ahmet Hasan Işınsu,3,0
2025-03-26,1506720196,934180,Nazilli,home,189608996,Veysel Usal,4,0
2025-03-26,1506720196,934180,Nazilli,home,189608997,Hazım Koçaş,5,0
2025-03-26,1506720196,934180,Nazilli,home,189608998,Ömür Zeyyat,6,0
2025-03-26,1506720196,934180,Nazilli,home,189608999,Sinan Akbatur,7,0
2025-03-26,1506720196,934180,Nazilli,home,189609000,Hulusi Nevruz,8,0
2025-03-26,1506720196,934180,Nazilli,home,189609001,Neşat Tezay,9,0
2025-03-26,1506720196,934180,Nazilli,home,189609002,Ali Orhan Erencan,10,0
2025-03-26,1506720196,934180,Nazilli,home,189609003,Ateş Tanyolaç,11,0
2025-03-26,1506720196,876200,Altan-69erc,away,222441306,Ardahan Oğuzalp,30,0
2025-03-26,1506720196,876200,Altan-69erc,away,222702635,Korkutalp Ozan,5,0
2025-03-26,1506720196,876200,Altan-69erc,away,222784704,Erdal Rıza,20,0
2025-03-26,1506720196,876200,Altan-69erc,away,223330258,Şafak Ademoğlu,23,0
2025-03-26,1506720196,876200,Altan-69erc,away,223356009,Gökay Necati,18,0
2025-03-26,1506720196,876200,Altan-69erc,away,223441157,Hilmi Oyanalp,17,0
2025-03-26,1506720196,876200,Altan-69erc,away,224688699,Erenay Kavaş,35,0
2025-03-26,1506720196,876200,Altan-69erc,away,225290075,Ahmet Seyfi Kutlucan,34,0
2025-03-26,1506720196,876200,Altan-69erc,away,225319751,Abayhan Özdek,16,0
2025-03-26,1506720196,876200,Altan-69erc,away,225619443,Rıfkı Özsu,40,0
2025-03-26,1506720196,876200,Altan-69erc,away,221020852,Basilio Matthew,36,0
2025-03-26,1506720194,821650,Sultanhisar FK,home,193369854,Ziya Demirman,1,0
2025-03-26,1506720194,821650,Sultanhisar FK,home,193369855,Sefa Hendekli,2,0
2025-03-26,1506720194,821650,Sultanhisar FK,home,193369856,Seyfi Sarbay,3,0
2025-03-26,1506720194,821650,Sultanhisar FK,home,193369857,Gencay Sağıt,4,0
2025-03-26,1506720194,821650,Sultanhisar FK,home,193369858,Ulu Kayrar,5,0
2025-03-26,1506720194,821650,Sultanhisar FK,home,193369859,Hulusi Taşdemir,6,0
2025-03-26,1506720194,821650,Sultanhisar FK,home,193369860,Ruhi Akdemir,7,0
2025-03-26,1506720194,821650,Sultanhisar FK,home,193369861,Ahmet Koralp Ongay,8,0
2025-03-26,1506720194,821650,Sultanhisar FK,home,193369862,Ali Kağan Lebib,9,0
2025-03-26,1506720194,821650,Sultanhisar FK,home,193369863,Ümit Akkan,10,0
2025-03-26,1506720194,821650,Sultanhisar FK,home,193369864,Bora Sakman,11,0
2025-03-26,1506720194,876200,Altan-69erc,away,222441306,Ardahan Oğuzalp,30,0
2025-03-26,1506720194,876200,Altan-69erc,away,222702635,Korkutalp Ozan,5,0
2025-03-26,1506720194,876200,Altan-69erc,away,222784704,Erdal Rıza,20,0
2025-03-26,1506720194,876200,Altan-69erc,away,223330258,Şafak Ademoğlu,23,0
2025-03-26,1506720194,876200,Altan-69erc,away,223356009,Gökay Necati,18,0
2025-03-26,1506720194,876200,Altan-69erc,away,223441157,Hilmi Oyanalp,17,0
